"pais","nacionalidad","estado","ciudad"
"Romania","Romanian","Caraș-Severin","Comuna Vrani"
"Romania","Romanian","Vrancea","Comuna Vrâncioaia"
"Romania","Romanian","Brașov","Comuna Vulcan"
"Romania","Romanian","Dâmbovița","Comuna Vulcana Băi"
"Romania","Romanian","Dâmbovița","Comuna Vulcana-Pandele"
"Romania","Romanian","Olt","Comuna Vulpeni"
"Romania","Romanian","Cluj","Comuna Vultureni"
"Romania","Romanian","Bacău","Comuna Vultureni"
"Romania","Romanian","Arges","Comuna Vultureşti"
"Romania","Romanian","Olt","Comuna Vultureşti"
"Romania","Romanian","Vaslui","Comuna Vultureşti"
"Romania","Romanian","Suceava","Comuna Vultureşti"
"Romania","Romanian","Vrancea","Comuna Vulturu"
"Romania","Romanian","Constanța","Comuna Vulturu"
"Romania","Romanian","Sibiu","Comuna Vurpăr"
"Romania","Romanian","Vaslui","Comuna Vutcani"
"Romania","Romanian","Covasna","Comuna Vâlcele"
"Romania","Romanian","Olt","Comuna Vâlcele"
"Romania","Romanian","Călărași","Comuna Vâlcelele"
"Romania","Romanian","Prahova","Comuna Vâlcăneşti"
"Romania","Romanian","Mehedinți","Comuna Vânjuleţ"
"Romania","Romanian","Iași","Comuna Vânãtori"
"Romania","Romanian","Mehedinți","Comuna Vânători"
"Romania","Romanian","Galați","Comuna Vânători"
"Romania","Romanian","Vrancea","Comuna Vânători"
"Romania","Romanian","Neamț","Comuna Vânători Neamţ"
"Romania","Romanian","Giurgiu","Comuna Vânătorii Mici"
"Romania","Romanian","Bihor","Comuna Vârciorog"
"Romania","Romanian","Botoșani","Comuna Vârfu Câmpului"
"Romania","Romanian","Dâmbovița","Comuna Vârfuri"
"Romania","Romanian","Arad","Comuna Vârfurile"
"Romania","Romanian","Covasna","Comuna Vârghiş"
"Romania","Romanian","Galați","Comuna Vârlezi"
"Romania","Romanian","Vrancea","Comuna Vârteşcoiu"
"Romania","Romanian","Teleorman","Comuna Vârtoape"
"Romania","Romanian","Dolj","Comuna Vârtop"
"Romania","Romanian","Dolj","Comuna Vârvoru de Jos"
"Romania","Romanian","Sălaj","Comuna Vârşolţ"
"Romania","Romanian","Vaslui","Comuna Vãleni"
"Romania","Romanian","Botoșani","Comuna Văculeşti"
"Romania","Romanian","Tulcea","Comuna Văcăreni"
"Romania","Romanian","Dâmbovița","Comuna Văcăreşti"
"Romania","Romanian","Olt","Comuna Vădastra"
"Romania","Romanian","Braila","Comuna Vădeni"
"Romania","Romanian","Olt","Comuna Vădăstriţa"
"Romania","Romanian","Gorj","Comuna Văgiuleşti"
"Romania","Romanian","Neamț","Comuna Văleni"
"Romania","Romanian","Olt","Comuna Văleni"
"Romania","Romanian","Dâmbovița","Comuna Văleni-Dâmboviţa"
"Romania","Romanian","Caraș-Severin","Comuna Văliug"
"Romania","Romanian","Hunedoara","Comuna Vălişoara"
"Romania","Romanian","Prahova","Comuna Vărbilău"
"Romania","Romanian","Caraș-Severin","Comuna Vărădia"
"Romania","Romanian","Arad","Comuna Vărădia de Mureş"
"Romania","Romanian","Giurgiu","Comuna Vărăşti"
"Romania","Romanian","Harghita","Comuna Vărşag"
"Romania","Romanian","Covasna","Comuna Zagon"
"Romania","Romanian","Bistrița-Năsăud","Comuna Zagra"
"Romania","Romanian","Sălaj","Comuna Zalha"
"Romania","Romanian","Hunedoara","Comuna Zam"
"Romania","Romanian","Suceava","Comuna Zamostea"
"Romania","Romanian","Bacău","Comuna Zemeş"
"Romania","Romanian","Arad","Comuna Zerind"
"Romania","Romanian","Harghita","Comuna Zetea"
"Romania","Romanian","Buzău","Comuna Ziduri"
"Romania","Romanian","Arad","Comuna Zimandu Nou"
"Romania","Romanian","Sălaj","Comuna Zimbor"
"Romania","Romanian","Vaslui","Comuna Zorleni"
"Romania","Romanian","Caraș-Severin","Comuna Zorlenţu Mare"
"Romania","Romanian","Suceava","Comuna Zvoriştea"
"Romania","Romanian","Teleorman","Comuna Zâmbreasca"
"Romania","Romanian","Covasna","Comuna Zăbala"
"Romania","Romanian","Arad","Comuna Zăbrani"
"Romania","Romanian","Arad","Comuna Zădăreni"
"Romania","Romanian","Neamț","Comuna Zăneşti"
"Romania","Romanian","Vaslui","Comuna Zăpodeni"
"Romania","Romanian","Arad","Comuna Zărand"
"Romania","Romanian","Buzău","Comuna Zărneşti"
"Romania","Romanian","Vâlcea","Comuna Zătreni"
"Romania","Romanian","Braila","Comuna Zăvoaia"
"Romania","Romanian","Caraș-Severin","Comuna Zăvoi"
"Romania","Romanian","Alba","Comuna Întregalde"
"Romania","Romanian","Timiș","Comuna Şag"
"Romania","Romanian","Arad","Comuna Şagu"
"Romania","Romanian","Sălaj","Comuna Şamşud"
"Romania","Romanian","Timiș","Comuna Şandra"
"Romania","Romanian","Bistrița-Năsăud","Comuna Şanţ"
"Romania","Romanian","Suceava","Comuna Şaru Dornei"
"Romania","Romanian","Sibiu","Comuna Şeica Mare"
"Romania","Romanian","Sibiu","Comuna Şeica Mică"
"Romania","Romanian","Arad","Comuna Şeitin"
"Romania","Romanian","Dâmbovița","Comuna Şelaru"
"Romania","Romanian","Sibiu","Comuna Şelimbăr"
"Romania","Romanian","Galați","Comuna Şendreni"
"Romania","Romanian","Botoșani","Comuna Şendriceni"
"Romania","Romanian","Olt","Comuna Şerbăneşti"
"Romania","Romanian","Suceava","Comuna Şerbăuţi"
"Romania","Romanian","Brașov","Comuna Şercaia"
"Romania","Romanian","Alba","Comuna Şibot"
"Romania","Romanian","Arad","Comuna Şicula"
"Romania","Romanian","Bistrița-Năsăud","Comuna Şieu"
"Romania","Romanian","Bistrița-Năsăud","Comuna Şieu-Măgheruş"
"Romania","Romanian","Bistrița-Năsăud","Comuna Şieu-Odorhei"
"Romania","Romanian","Bistrița-Năsăud","Comuna Şieuţ"
"Romania","Romanian","Arad","Comuna Şilindia"
"Romania","Romanian","Arad","Comuna Şimand"
"Romania","Romanian","Bihor","Comuna Şimian"
"Romania","Romanian","Sălaj","Comuna Şimişna"
"Romania","Romanian","Dolj","Comuna Şimnicu de Sus"
"Romania","Romanian","Brașov","Comuna Şinca Nouă"
"Romania","Romanian","Brașov","Comuna Şinca Veche"
"Romania","Romanian","Bistrița-Năsăud","Comuna Şintereag"
"Romania","Romanian","Bihor","Comuna Şinteu"
"Romania","Romanian","Iași","Comuna Şipote"
"Romania","Romanian","Arad","Comuna Şiria"
"Romania","Romanian","Vâlcea","Comuna Şirineasa"
"Romania","Romanian","Prahova","Comuna Şirna"
"Romania","Romanian","Maramureș","Comuna Şişeşti"
"Romania","Romanian","Arad","Comuna Şiştarovăţ"
"Romania","Romanian","Brașov","Comuna Şoarş"
"Romania","Romanian","Arad","Comuna Şofronea"
"Romania","Romanian","Prahova","Comuna Şoimari"
"Romania","Romanian","Bihor","Comuna Şoimi"
"Romania","Romanian","Hunedoara","Comuna Şoimuş"
"Romania","Romanian","Călărași","Comuna Şoldanu"
"Romania","Romanian","Alba","Comuna Şona"
"Romania","Romanian","Caraș-Severin","Comuna Şopotu Nou"
"Romania","Romanian","Olt","Comuna Şopârliţa"
"Romania","Romanian","Prahova","Comuna Şotrile"
"Romania","Romanian","Dâmbovița","Comuna Şotânga"
"Romania","Romanian","Alba","Comuna Şpring"
"Romania","Romanian","Bacău","Comuna Ştefan Cel Mare"
"Romania","Romanian","Călărași","Comuna Ştefan Cel Mare"
"Romania","Romanian","Călărași","Comuna Ştefan Vodă"
"Romania","Romanian","Olt","Comuna Ştefan cel Mare"
"Romania","Romanian","Arges","Comuna Ştefan cel Mare"
"Romania","Romanian","Neamț","Comuna Ştefan cel Mare"
"Romania","Romanian","Vaslui","Comuna Ştefan cel Mare"
"Romania","Romanian","Prahova","Comuna Ştefeşti"
"Romania","Romanian","Ilfov","Comuna Ştefãneştii De Jos"
"Romania","Romanian","Vâlcea","Comuna Ştefăneşti"
"Romania","Romanian","Botoșani","Comuna Ştiubieni"
"Romania","Romanian","Timiș","Comuna Ştiuca"
"Romania","Romanian","Alba","Comuna Şugag"
"Romania","Romanian","Arges","Comuna Şuici"
"Romania","Romanian","Vaslui","Comuna Şuletea"
"Romania","Romanian","Bihor","Comuna Şuncuiuş"
"Romania","Romanian","Sibiu","Comuna Şura Mare"
"Romania","Romanian","Sibiu","Comuna Şura Mică"
"Romania","Romanian","Vâlcea","Comuna Şuşani"
"Romania","Romanian","Braila","Comuna Şuţeşti"
"Romania","Romanian","Sălaj","Comuna Şărmăşag"
"Romania","Romanian","Cluj","Comuna Ţaga"
"Romania","Romanian","Galați","Comuna Ţepu"
"Romania","Romanian","Bihor","Comuna Ţeţchea"
"Romania","Romanian","Iași","Comuna Ţibana"
"Romania","Romanian","Neamț","Comuna Ţibucani"
"Romania","Romanian","Iași","Comuna Ţibăneşti"
"Romania","Romanian","Vrancea","Comuna Ţifeşti"
"Romania","Romanian","Iași","Comuna Ţigănaşi"
"Romania","Romanian","Teleorman","Comuna Ţigăneşti"
"Romania","Romanian","Buzău","Comuna Ţinteşti"
"Romania","Romanian","Dolj","Comuna Ţuglui"
"Romania","Romanian","Iași","Comuna Ţuţora"
"Romania","Romanian","Gorj","Comuna Ţânţăreni"
"Romania","Romanian","Arges","Comuna Țițești"
"Romania","Romanian","Covasna","Comună Cernat"
"Romania","Romanian","Botoșani","Comună Cordăreni"
"Romania","Romanian","Constanța","Comună Dobromir"
"Romania","Romanian","Vrancea","Comună Dumbrăveni"
"Romania","Romanian","Giurgiu","Comună Floreşti-Stoeneşti"
"Romania","Romanian","Sălaj","Comună Meseşenii de Jos"
"Romania","Romanian","Bacău","Comăneşti"
"Romania","Romanian","Suceava","Comănești"
"Romania","Romanian","Botoșani","Conceşti"
"Romania","Romanian","Ialomița","Condeești"
"Romania","Romanian","Prahova","Conduratu"
"Romania","Romanian","Arad","Conop"
"Romania","Romanian","Călărași","Constantin Brâncoveanu"
"Romania","Romanian","Caraș-Severin","Constantin Daicoviciu"
"Romania","Romanian","Constanța","Constanţa"
"Romania","Romanian","Teleorman","Conţeşti"
"Romania","Romanian","Dâmbovița","Conțești"
"Romania","Romanian","Arges","Conțești"
"Romania","Romanian","Iași","Conțești"
"Romania","Romanian","Giurgiu","Copaciu"
"Romania","Romanian","Maramureș","Copalnic Mănăştur"
"Romania","Romanian","Bihor","Copăcel"
"Romania","Romanian","Caraș-Severin","Copăcele"
"Romania","Romanian","Vâlcea","Copăcelu"
"Romania","Romanian","Cluj","Copăceni"
"Romania","Romanian","Vâlcea","Copăceni"
"Romania","Romanian","Ilfov","Copăceni"
"Romania","Romanian","Botoșani","Copălău"
"Romania","Romanian","Sibiu","Copşa Mică"
"Romania","Romanian","Olt","Corabia"
"Romania","Romanian","Bacău","Corbasca"
"Romania","Romanian","Ilfov","Corbeanca"
"Romania","Romanian","Arges","Corbeni"
"Romania","Romanian","Arges","Corbi"
"Romania","Romanian","Dâmbovița","Corbii Mari"
"Romania","Romanian","Vrancea","Corbiţa"
"Romania","Romanian","Olt","Corbu"
"Romania","Romanian","Constanța","Corbu"
"Romania","Romanian","Harghita","Corbu"
"Romania","Romanian","Buzău","Corbu"
"Romania","Romanian","Braila","Corbu Nou"
"Romania","Romanian","Mehedinți","Corcova"
"Romania","Romanian","Neamț","Cordun"
"Romania","Romanian","Botoșani","Cordăreni"
"Romania","Romanian","Bihor","Cordău"
"Romania","Romanian","Botoșani","Corlăteni"
"Romania","Romanian","Prahova","Corlătești"
"Romania","Romanian","Mehedinți","Corlăţel"
"Romania","Romanian","Bistrița-Năsăud","Cormaia"
"Romania","Romanian","Caraș-Severin","Cornea"
"Romania","Romanian","Caraș-Severin","Cornereva"
"Romania","Romanian","Vrancea","Cornetu"
"Romania","Romanian","Ilfov","Cornetu"
"Romania","Romanian","Cluj","Corneşti"
"Romania","Romanian","Dâmbovița","Corneşti"
"Romania","Romanian","Botoșani","Corni"
"Romania","Romanian","Galați","Corni"
"Romania","Romanian","Vaslui","Corni-Albești"
"Romania","Romanian","Suceava","Cornu Luncii"
"Romania","Romanian","Prahova","Cornu de Jos"
"Romania","Romanian","Prahova","Cornu de Sus"
"Romania","Romanian","Caraș-Severin","Cornuțel"
"Romania","Romanian","Dâmbovița","Cornăţelu"
"Romania","Romanian","Arges","Cornățel"
"Romania","Romanian","Suceava","Corocăiești"
"Romania","Romanian","Galați","Corod"
"Romania","Romanian","Maramureș","Coroieni"
"Romania","Romanian","Vaslui","Coroieşti"
"Romania","Romanian","Caraș-Severin","Coronini"
"Romania","Romanian","Iași","Coropceni"
"Romania","Romanian","Harghita","Corund"
"Romania","Romanian","Galați","Cosmeşti"
"Romania","Romanian","Teleorman","Cosmeşti"
"Romania","Romanian","Galați","Cosmeștii-Vale"
"Romania","Romanian","Prahova","Cosmina de Jos"
"Romania","Romanian","Giurgiu","Cosoba"
"Romania","Romanian","Galați","Costache Negri"
"Romania","Romanian","Vâlcea","Costeşti"
"Romania","Romanian","Buzău","Costeşti"
"Romania","Romanian","Vaslui","Costeşti"
"Romania","Romanian","Arges","Costeşti"
"Romania","Romanian","Dâmbovița","Costeştii din Vale"
"Romania","Romanian","Botoșani","Costești"
"Romania","Romanian","Gorj","Costești"
"Romania","Romanian","Iași","Costești"
"Romania","Romanian","Dâmbovița","Costeștii din Deal"
"Romania","Romanian","Constanța","Costineşti"
"Romania","Romanian","Neamț","Costişa"
"Romania","Romanian","Iași","Costuleni"
"Romania","Romanian","Suceava","Costâna"
"Romania","Romanian","Ialomița","Cosâmbeşti"
"Romania","Romanian","Olt","Coteana"
"Romania","Romanian","Arges","Cotenești"
"Romania","Romanian","Vrancea","Coteşti"
"Romania","Romanian","Arges","Cotmeana"
"Romania","Romanian","Iași","Cotnari"
"Romania","Romanian","Neamț","Cotu Vameș"
"Romania","Romanian","Bacău","Cotumba"
"Romania","Romanian","Iași","Covasna"
"Romania","Romanian","Covasna","Covasna"
"Romania","Romanian","Gorj","Covrigi"
"Romania","Romanian","Arad","Covăsinţ"
"Romania","Romanian","Iași","Cozia"
"Romania","Romanian","Buzău","Cozieni"
"Romania","Romanian","Harghita","Cozmeni"
"Romania","Romanian","Iași","Cozmeşti"
"Romania","Romanian","Vaslui","Cozmești"
"Romania","Romanian","Bistrița-Năsăud","Coşbuc"
"Romania","Romanian","Sălaj","Coşeiu"
"Romania","Romanian","Ialomița","Coşereni"
"Romania","Romanian","Arges","Coşeşti"
"Romania","Romanian","Dolj","Coşoveni"
"Romania","Romanian","Timiș","Coşteiu"
"Romania","Romanian","Dolj","Coţofenii din Dos"
"Romania","Romanian","Bacău","Coţofăneşti"
"Romania","Romanian","Botoșani","Coţuşca"
"Romania","Romanian","Vâlcea","Coșani"
"Romania","Romanian","Suceava","Coșna"
"Romania","Romanian","Botoșani","Coșula"
"Romania","Romanian","Buzău","Coțatcu"
"Romania","Romanian","Dolj","Coțofenii din Față"
"Romania","Romanian","Neamț","Cracăul Negru"
"Romania","Romanian","Satu Mare","Craidorolţ"
"Romania","Romanian","Dolj","Craiova"
"Romania","Romanian","Arad","Craiva"
"Romania","Romanian","Gorj","Crasna"
"Romania","Romanian","Sălaj","Crasna"
"Romania","Romanian","Maramureș","Crasna Vișeului"
"Romania","Romanian","Sălaj","Creaca"
"Romania","Romanian","Dâmbovița","Crevedia"
"Romania","Romanian","Giurgiu","Crevedia Mare"
"Romania","Romanian","Teleorman","Crevenicu"
"Romania","Romanian","Vâlcea","Creţeni"
"Romania","Romanian","Ilfov","Crețești"
"Romania","Romanian","Vaslui","Crețești"
"Romania","Romanian","Timiș","Criciova"
"Romania","Romanian","Alba","Cricău"
"Romania","Romanian","Botoșani","Cristeşti"
"Romania","Romanian","Iași","Cristeşti"
"Romania","Romanian","Bistrița-Năsăud","Cristeștii Ciceului"
"Romania","Romanian","Sibiu","Cristian"
"Romania","Romanian","Brașov","Cristian"
"Romania","Romanian","Botoșani","Cristineşti"
"Romania","Romanian","Sălaj","Cristolţ"
"Romania","Romanian","Hunedoara","Cristur"
"Romania","Romanian","Harghita","Cristuru Secuiesc"
"Romania","Romanian","Iași","Crivești"
"Romania","Romanian","Prahova","Crivina"
"Romania","Romanian","Brașov","Crivina"
"Romania","Romanian","Călărași","Crivăț"
"Romania","Romanian","Brașov","Crizbav"
"Romania","Romanian","Tulcea","Crişan"
"Romania","Romanian","Hunedoara","Crişcior"
"Romania","Romanian","Sălaj","Crişeni"
"Romania","Romanian","Bihor","Criştioru de Jos"
"Romania","Romanian","Dâmbovița","Croitori"
"Romania","Romanian","Dâmbovița","Crovu"
"Romania","Romanian","Suceava","Crucea"
"Romania","Romanian","Constanța","Crucea"
"Romania","Romanian","Iași","Crucea"
"Romania","Romanian","Satu Mare","Crucişor"
"Romania","Romanian","Gorj","Crușeț"
"Romania","Romanian","Olt","Crușovu"
"Romania","Romanian","Olt","Crâmpoia"
"Romania","Romanian","Teleorman","Crângeni"
"Romania","Romanian","Teleorman","Crângu"
"Romania","Romanian","Dâmbovița","Crângurile de Sus"
"Romania","Romanian","Olt","Crăciunei"
"Romania","Romanian","Alba","Crăciunelu de Jos"
"Romania","Romanian","Maramureș","Crăciunești"
"Romania","Romanian","Neamț","Crăcăoani"
"Romania","Romanian","Galați","Crăiești"
"Romania","Romanian","Bihor","Cubulcut"
"Romania","Romanian","Galați","Cuca"
"Romania","Romanian","Arges","Cuca"
"Romania","Romanian","Brașov","Cuciulata"
"Romania","Romanian","Teleorman","Cucueți"
"Romania","Romanian","Bacău","Cucuieți"
"Romania","Romanian","Giurgiu","Cucuruzu"
"Romania","Romanian","Iași","Cucuteni"
"Romania","Romanian","Galați","Cudalbi"
"Romania","Romanian","Neamț","Cuejdiu"
"Romania","Romanian","Alba","Cugir"
"Romania","Romanian","Mehedinți","Cujmir"
"Romania","Romanian","Satu Mare","Culciu Mic"
"Romania","Romanian","Constanța","Culmea"
"Romania","Romanian","Constanța","Cumpăna"
"Romania","Romanian","Olt","Cungrea"
"Romania","Romanian","Maramureș","Cupşeni"
"Romania","Romanian","Călărași","Curcani"
"Romania","Romanian","Timiș","Curtea"
"Romania","Romanian","Arges","Curtea de Argeş"
"Romania","Romanian","Botoșani","Curteşti"
"Romania","Romanian","Arad","Curtici"
"Romania","Romanian","Olt","Curtişoara"
"Romania","Romanian","Bihor","Curtuișeni"
"Romania","Romanian","Bihor","Curăţele"
"Romania","Romanian","Alba","Cut"
"Romania","Romanian","Neamț","Cut"
"Romania","Romanian","Arad","Cuvin"
"Romania","Romanian","Constanța","Cuza Vodă"
"Romania","Romanian","Călărași","Cuza Vodă"
"Romania","Romanian","Braila","Cuza Vodă"
"Romania","Romanian","Galați","Cuza Vodă"
"Romania","Romanian","Bihor","Cuzap"
"Romania","Romanian","Cluj","Cuzdrioara"
"Romania","Romanian","Sălaj","Cuzăplac"
"Romania","Romanian","Vâlcea","Câinenii Mici"
"Romania","Romanian","Alba","Câlnic"
"Romania","Romanian","Caraș-Severin","Câlnic"
"Romania","Romanian","Gorj","Câlnic"
"Romania","Romanian","Bihor","Câmpani"
"Romania","Romanian","Bihor","Câmpani de Pomezeu"
"Romania","Romanian","Alba","Câmpeni"
"Romania","Romanian","Cluj","Câmpia Turzii"
"Romania","Romanian","Prahova","Câmpina"
"Romania","Romanian","Vrancea","Câmpineanca"
"Romania","Romanian","Arges","Câmpulung"
"Romania","Romanian","Suceava","Câmpulung Moldovenesc"
"Romania","Romanian","Maramureș","Câmpulung la Tisa"
"Romania","Romanian","Giurgiu","Câmpurelu"
"Romania","Romanian","Vrancea","Câmpuri"
"Romania","Romanian","Vrancea","Câmpurile de Jos"
"Romania","Romanian","Botoșani","Cândeşti"
"Romania","Romanian","Neamț","Cândeşti"
"Romania","Romanian","Dâmbovița","Cândeşti Vale"
"Romania","Romanian","Dolj","Cârcea"
"Romania","Romanian","Hunedoara","Cârjiţi"
"Romania","Romanian","Iași","Cârjoaia"
"Romania","Romanian","Suceava","Cârlibaba"
"Romania","Romanian","Vrancea","Cârligele"
"Romania","Romanian","Bacău","Cârligi"
"Romania","Romanian","Olt","Cârlogani"
"Romania","Romanian","Dolj","Cârna"
"Romania","Romanian","Iași","Cârniceni"
"Romania","Romanian","Sibiu","Cârţa"
"Romania","Romanian","Harghita","Cârţa"
"Romania","Romanian","Sibiu","Cârţişoara"
"Romania","Romanian","Cluj","Câţcău"
"Romania","Romanian","Bihor","Căbeşti"
"Romania","Romanian","Ilfov","Căciulați"
"Romania","Romanian","Cluj","Căianu"
"Romania","Romanian","Cluj","Căianu Mic"
"Romania","Romanian","Bistrița-Năsăud","Căianu Mic"
"Romania","Romanian","Bacău","Căiuţi-Sat"
"Romania","Romanian","Bacău","Căiuți"
"Romania","Romanian","Bihor","Călacea"
"Romania","Romanian","Hunedoara","Călan"
"Romania","Romanian","Arges","Căldăraru"
"Romania","Romanian","Ilfov","Căldăraru"
"Romania","Romanian","Buzău","Căldărăști"
"Romania","Romanian","Vâlcea","Călimăneşti"
"Romania","Romanian","Vâlcea","Călina"
"Romania","Romanian","Teleorman","Călineşti"
"Romania","Romanian","Arges","Călineşti"
"Romania","Romanian","Maramureș","Călineşti"
"Romania","Romanian","Satu Mare","Călineşti-Oaş"
"Romania","Romanian","Olt","Călinești"
"Romania","Romanian","Suceava","Călinești"
"Romania","Romanian","Teleorman","Călmăţuiu"
"Romania","Romanian","Teleorman","Călmățuiu de Sus"
"Romania","Romanian","Giurgiu","Călugăreni"
"Romania","Romanian","Prahova","Călugăreni"
"Romania","Romanian","Olt","Călui"
"Romania","Romanian","Călărași","Călăraşi"
"Romania","Romanian","Botoșani","Călăraşi"
"Romania","Romanian","Dolj","Călăraşi"
"Romania","Romanian","Cluj","Călăraşi"
"Romania","Romanian","Cluj","Călăţele"
"Romania","Romanian","Satu Mare","Cămin"
"Romania","Romanian","Cluj","Cămăraşu"
"Romania","Romanian","Satu Mare","Cămărzana"
"Romania","Romanian","Buzău","Căneşti"
"Romania","Romanian","Covasna","Căpeni"
"Romania","Romanian","Satu Mare","Căpleni"
"Romania","Romanian","Gorj","Căpreni"
"Romania","Romanian","Dâmbovița","Căprioru"
"Romania","Romanian","Cluj","Căpuşu Mare"
"Romania","Romanian","Bihor","Căpâlna"
"Romania","Romanian","Harghita","Căpâlniţa"
"Romania","Romanian","Arges","Căpățânenii Pământeni"
"Romania","Romanian","Buzău","Căpățânești"
"Romania","Romanian","Arad","Cărand"
"Romania","Romanian","Caraș-Severin","Cărbunari"
"Romania","Romanian","Prahova","Cărbuneşti"
"Romania","Romanian","Bihor","Cărpinet"
"Romania","Romanian","Timiș","Cărpiniş"
"Romania","Romanian","Gorj","Cărpiniș"
"Romania","Romanian","Satu Mare","Cărășeu"
"Romania","Romanian","Giurgiu","Căscioarele"
"Romania","Romanian","Călărași","Căscioarele"
"Romania","Romanian","Hunedoara","Căstău"
"Romania","Romanian","Arges","Căteasca"
"Romania","Romanian","Buzău","Cătina"
"Romania","Romanian","Prahova","Cătina"
"Romania","Romanian","Cluj","Cătina"
"Romania","Romanian","Gorj","Cătunele"
"Romania","Romanian","Botoșani","Cătămărești-Deal"
"Romania","Romanian","Satu Mare","Căuaş"
"Romania","Romanian","Mehedinți","Căzăneşti"
"Romania","Romanian","Ialomița","Căzăneşti"
"Romania","Romanian","Cluj","Căşeiu"
"Romania","Romanian","Ilfov","Cățelu"
"Romania","Romanian","Iași","Dagâţa"
"Romania","Romanian","Giurgiu","Daia"
"Romania","Romanian","Alba","Daia Română"
"Romania","Romanian","Caraș-Severin","Dalboșeț"
"Romania","Romanian","Covasna","Dalnic"
"Romania","Romanian","Iași","Dancu"
"Romania","Romanian","Satu Mare","Dara"
"Romania","Romanian","Botoșani","Darabani"
"Romania","Romanian","Timiș","Darova"
"Romania","Romanian","Timiș","Darova Nouă"
"Romania","Romanian","Ilfov","Dascălu"
"Romania","Romanian","Arges","Davideşti"
"Romania","Romanian","Giurgiu","Dealu"
"Romania","Romanian","Harghita","Dealu"
"Romania","Romanian","Vâlcea","Dealu Aluniș"
"Romania","Romanian","Vâlcea","Dealu Dănicei"
"Romania","Romanian","Dâmbovița","Dealu Frumos"
"Romania","Romanian","Dâmbovița","Dealu Mare"
"Romania","Romanian","Bacău","Dealu Morii"
"Romania","Romanian","Satu Mare","Decebal"
"Romania","Romanian","Dâmbovița","Decindeni"
"Romania","Romanian","Braila","Dedulești"
"Romania","Romanian","Buzău","Dedulești"
"Romania","Romanian","Cluj","Dej"
"Romania","Romanian","Sălaj","Deja"
"Romania","Romanian","Olt","Dejești"
"Romania","Romanian","Constanța","Deleni"
"Romania","Romanian","Vaslui","Deleni"
"Romania","Romanian","Iași","Deleni"
"Romania","Romanian","Bacău","Deleni"
"Romania","Romanian","Vaslui","Deleşti"
"Romania","Romanian","Suceava","Demacușa"
"Romania","Romanian","Hunedoara","Densuş"
"Romania","Romanian","Timiș","Denta"
"Romania","Romanian","Teleorman","Deparați"
"Romania","Romanian","Bihor","Derna"
"Romania","Romanian","Botoșani","Dersca"
"Romania","Romanian","Sălaj","Derșida"
"Romania","Romanian","Dolj","Desa"
"Romania","Romanian","Maramureș","Deseşti"
"Romania","Romanian","Timiș","Deta"
"Romania","Romanian","Olt","Deveselu"
"Romania","Romanian","Cluj","Dezmir"
"Romania","Romanian","Arad","Dezna"
"Romania","Romanian","Călărași","Dichiseni"
"Romania","Romanian","Vâlcea","Diculești"
"Romania","Romanian","Teleorman","Didești"
"Romania","Romanian","Arad","Dieci"
"Romania","Romanian","Botoșani","Dimăcheni"
"Romania","Romanian","Bihor","Diosig"
"Romania","Romanian","Dolj","Dioşti"
"Romania","Romanian","Sălaj","Dioșod"
"Romania","Romanian","Harghita","Ditrău"
"Romania","Romanian","Prahova","Dițești"
"Romania","Romanian","Olt","Doanca"
"Romania","Romanian","Satu Mare","Doba"
"Romania","Romanian","Covasna","Doboșeni"
"Romania","Romanian","Satu Mare","Dobra"
"Romania","Romanian","Alba","Dobra"
"Romania","Romanian","Dâmbovița","Dobra"
"Romania","Romanian","Hunedoara","Dobra"
"Romania","Romanian","Teleorman","Dobreni"
"Romania","Romanian","Neamț","Dobreni"
"Romania","Romanian","Giurgiu","Dobreni"
"Romania","Romanian","Bihor","Dobreşti"
"Romania","Romanian","Dolj","Dobreşti"
"Romania","Romanian","Arges","Dobreşti"
"Romania","Romanian","Olt","Dobreţu"
"Romania","Romanian","Bistrița-Năsăud","Dobric"
"Romania","Romanian","Dolj","Dobridor"
"Romania","Romanian","Sălaj","Dobrin"
"Romania","Romanian","Gorj","Dobrița"
"Romania","Romanian","Ilfov","Dobroeşti"
"Romania","Romanian","Constanța","Dobromir"
"Romania","Romanian","Olt","Dobrosloveni"
"Romania","Romanian","Olt","Dobroteasa"
"Romania","Romanian","Teleorman","Dobroteşti"
"Romania","Romanian","Dolj","Dobrotești"
"Romania","Romanian","Olt","Dobrotinet"
"Romania","Romanian","Arges","Dobrotu"
"Romania","Romanian","Iași","Dobrovăţ"
"Romania","Romanian","Olt","Dobrun"
"Romania","Romanian","Vâlcea","Dobrușa"
"Romania","Romanian","Botoșani","Dobârceni"
"Romania","Romanian","Covasna","Dobârlău"
"Romania","Romanian","Neamț","Dochia"
"Romania","Romanian","Caraș-Severin","Doclin"
"Romania","Romanian","Neamț","Dodeni"
"Romania","Romanian","Vaslui","Dodești"
"Romania","Romanian","Prahova","Doftana"
"Romania","Romanian","Bacău","Dofteana"
"Romania","Romanian","Caraș-Severin","Dognecea"
"Romania","Romanian","Dâmbovița","Doiceşti"
"Romania","Romanian","Suceava","Dolhasca"
"Romania","Romanian","Iași","Dolheşti"
"Romania","Romanian","Neamț","Dolhești"
"Romania","Romanian","Suceava","Dolheștii Mici"
"Romania","Romanian","Suceava","Dolheștii-Mari"
"Romania","Romanian","Neamț","Doljeşti"
